,Query,Code,replace_subsysname,replace_fngname,replace_scadades,replace_scadaname,replace_scadafno,replace_alarmno,replace_alarmdes,replace_feventdetails
63,Show specific corrective actions for Yaw motor thermal fuse trip failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Yaw motor thermal fuse trip""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Yaw motor thermal fuse trip fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Yaw motor thermal fuse trip""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Yaw motor thermal fuse trip fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Yaw motor thermal fuse trip""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Low pressure on yaw brake fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure on yaw brake""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does Low pressure on yaw brake fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure on yaw brake""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to Low pressure on yaw brake fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure on yaw brake""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause Low pressure on yaw brake fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure on yaw brake""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for Low pressure on yaw brake failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Low pressure on yaw brake""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Low pressure on yaw brake fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Low pressure on yaw brake""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Low pressure on yaw brake fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure on yaw brake""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the High pressure on yaw brake fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High pressure on yaw brake""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does High pressure on yaw brake fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High pressure on yaw brake""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to High pressure on yaw brake fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High pressure on yaw brake""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause High pressure on yaw brake fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High pressure on yaw brake""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for High pressure on yaw brake failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""High pressure on yaw brake""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for High pressure on yaw brake fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""High pressure on yaw brake""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the High pressure on yaw brake fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High pressure on yaw brake""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation. fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation.""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation. fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation.""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation. fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation.""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation. fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation.""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation. failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation.""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation. fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation.""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation. fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Yaw motor error. The turbine has not moved enough after several seconds of requesting CW or CCW rotation.""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Pump time exceeded fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Pump time exceeded""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does Pump time exceeded fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Pump time exceeded""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to Pump time exceeded fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Pump time exceeded""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause Pump time exceeded fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Pump time exceeded""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for Pump time exceeded failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Pump time exceeded""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Pump time exceeded fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Pump time exceeded""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Pump time exceeded fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Pump time exceeded""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Brake circuit low pressure fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Brake circuit low pressure""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does Brake circuit low pressure fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Brake circuit low pressure""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to Brake circuit low pressure fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Brake circuit low pressure""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause Brake circuit low pressure fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Brake circuit low pressure""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for Brake circuit low pressure failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Brake circuit low pressure""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Brake circuit low pressure fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Brake circuit low pressure""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Brake circuit low pressure fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Brake circuit low pressure""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Low pressure in the hydraulic group fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure in the hydraulic group""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does Low pressure in the hydraulic group fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure in the hydraulic group""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to Low pressure in the hydraulic group fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure in the hydraulic group""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause Low pressure in the hydraulic group fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure in the hydraulic group""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for Low pressure in the hydraulic group failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Low pressure in the hydraulic group""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Low pressure in the hydraulic group fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Low pressure in the hydraulic group""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Low pressure in the hydraulic group fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low pressure in the hydraulic group""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Dirty hydraulic filter fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Dirty hydraulic filter""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does Dirty hydraulic filter fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Dirty hydraulic filter""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to Dirty hydraulic filter fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Dirty hydraulic filter""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause Dirty hydraulic filter fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Dirty hydraulic filter""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for Dirty hydraulic filter failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Dirty hydraulic filter""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Dirty hydraulic filter fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Dirty hydraulic filter""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Dirty hydraulic filter fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Dirty hydraulic filter""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Low hydraulic oil level fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low hydraulic oil level""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does Low hydraulic oil level fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low hydraulic oil level""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to Low hydraulic oil level fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low hydraulic oil level""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause Low hydraulic oil level fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low hydraulic oil level""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for Low hydraulic oil level failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Low hydraulic oil level""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Low hydraulic oil level fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Low hydraulic oil level""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Low hydraulic oil level fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Low hydraulic oil level""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the High temperature on the hydraulic oil fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High temperature on the hydraulic oil""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does High temperature on the hydraulic oil fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High temperature on the hydraulic oil""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to High temperature on the hydraulic oil fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High temperature on the hydraulic oil""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause High temperature on the hydraulic oil fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High temperature on the hydraulic oil""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for High temperature on the hydraulic oil failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""High temperature on the hydraulic oil""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for High temperature on the hydraulic oil fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""High temperature on the hydraulic oil""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the High temperature on the hydraulic oil fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High temperature on the hydraulic oil""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Anemometer failure fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Anemometer failure""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does Anemometer failure fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Anemometer failure""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to Anemometer failure fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Anemometer failure""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause Anemometer failure fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Anemometer failure""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for Anemometer failure failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Anemometer failure""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Anemometer failure fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Anemometer failure""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Anemometer failure fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Anemometer failure""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the High wind speed. This alarm is activated if the wind speed is above the design levels. fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High wind speed. This alarm is activated if the wind speed is above the design levels.""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does High wind speed. This alarm is activated if the wind speed is above the design levels. fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High wind speed. This alarm is activated if the wind speed is above the design levels.""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to High wind speed. This alarm is activated if the wind speed is above the design levels. fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High wind speed. This alarm is activated if the wind speed is above the design levels.""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause High wind speed. This alarm is activated if the wind speed is above the design levels. fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High wind speed. This alarm is activated if the wind speed is above the design levels.""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for High wind speed. This alarm is activated if the wind speed is above the design levels. failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""High wind speed. This alarm is activated if the wind speed is above the design levels.""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for High wind speed. This alarm is activated if the wind speed is above the design levels. fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""High wind speed. This alarm is activated if the wind speed is above the design levels.""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the High wind speed. This alarm is activated if the wind speed is above the design levels. fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""High wind speed. This alarm is activated if the wind speed is above the design levels.""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,"What components are affected by the Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found. fault event in the wind turbine?","MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found.""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,"Which wind turbine SCADA features does Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found. fault event relate to?","MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found.""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,"What SCADA features contribute to Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found. fault event in the wind turbine?","MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found.""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,"What SCADA features cause Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found. fault in the wind turbine?","MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found.""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,"Show specific corrective actions for Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found. failure in the wind turbine","MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found.""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,"What are the specific corrective actions for Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found. fault event in the wind turbine?","MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found.""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,"What are all wind turbine alarms and SCADA features related to the Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found. fault?","MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Environment high or low temperature. After checking the real ambient temperature, and if discrepancy is found.""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Overheating on the transformer winding fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Overheating on the transformer winding""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,Which wind turbine SCADA features does Overheating on the transformer winding fault event relate to?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Overheating on the transformer winding""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
45,What SCADA features contribute to Overheating on the transformer winding fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Overheating on the transformer winding""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46,What SCADA features cause Overheating on the transformer winding fault in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Overheating on the transformer winding""})-[:RELATESTO]-(q:Feature) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
63,Show specific corrective actions for Overheating on the transformer winding failure in the wind turbine,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Overheating on the transformer winding""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
64,What are the specific corrective actions for Overheating on the transformer winding fault event in the wind turbine?,"MATCH(n:Corrective)-[:ACTION]-(p)-[:FOR]-(q{details:""Overheating on the transformer winding""}) RETURN p",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,What are all wind turbine alarms and SCADA features related to the Overheating on the transformer winding fault?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Overheating on the transformer winding""})-[:RELATESTO]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
43,What components are affected by the Zero degrees in the hub fault event in the wind turbine?,"MATCH(n:FaultEvents)-[:TYPE]-(p{details:""Zero degrees in the hub""})-[:AFFECTS]-(q) RETURN q",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
